"FIPSCode","countyName","stateFIPS","countyFIPS","state","mditype_store"
"37101","Johnston",37,101,"North Carolina","Medical Examiner"
"37023","Burke",37,23,"North Carolina","Medical Examiner"
"37049","Craven",37,49,"North Carolina","Medical Examiner"
"37151","Randolph",37,151,"North Carolina","Medical Examiner"
"37053","Currituck",37,53,"North Carolina","Medical Examiner"
"37073","Gates",37,73,"North Carolina","Medical Examiner"
"37033","Caswell",37,33,"North Carolina","Medical Examiner"
"37161","Rutherford",37,161,"North Carolina","Medical Examiner"
"37129","New Hanover",37,129,"North Carolina","Medical Examiner"
"37105","Lee",37,105,"North Carolina","Medical Examiner"
"37123","Montgomery",37,123,"North Carolina","Medical Examiner"
"37125","Moore",37,125,"North Carolina","Medical Examiner"
"37163","Sampson",37,163,"North Carolina","Medical Examiner"
"37191","Wayne",37,191,"North Carolina","Medical Examiner"
"37091","Hertford",37,91,"North Carolina","Medical Examiner"
"37173","Swain",37,173,"North Carolina","Medical Examiner"
"37177","Tyrrell",37,177,"North Carolina","Medical Examiner"
"37117","Martin",37,117,"North Carolina","Medical Examiner"
"37119","Mecklenburg",37,119,"North Carolina","Medical Examiner"
"37093","Hoke",37,93,"North Carolina","Medical Examiner"
"37035","Catawba",37,35,"North Carolina","Medical Examiner"
"37047","Columbus",37,47,"North Carolina","Medical Examiner"
"37021","Buncombe",37,21,"North Carolina","Medical Examiner"
"37055","Dare",37,55,"North Carolina","Medical Examiner"
"37067","Forsyth",37,67,"North Carolina","Medical Examiner"
"37115","Madison",37,115,"North Carolina","Medical Examiner"
"37199","Yancey",37,199,"North Carolina","Medical Examiner"
"37147","Pitt",37,147,"North Carolina","Medical Examiner"
"37155","Robeson",37,155,"North Carolina","Medical Examiner"
"37189","Watauga",37,189,"North Carolina","Medical Examiner"
