"FIPSCode","countyName","stateFIPS","countyFIPS","state","mditype","mditype_store"
"55009","Brown",55,9,"Wisconsin","County/district-based medical examiner offices","Medical Examiner"
"55103","Richland",55,103,"Wisconsin","County/district-based coroner offices","Coroner"
"55111","Sauk",55,111,"Wisconsin","County/district-based coroner offices","Coroner"
"55043","Grant",55,43,"Wisconsin","County/district-based coroner offices","Coroner"
"55089","Ozaukee",55,89,"Wisconsin","County/district-based coroner offices","Coroner"
"55017","Chippewa",55,17,"Wisconsin","County/district-based coroner offices","Coroner"
"55021","Columbia",55,21,"Wisconsin","County/district-based medical examiner offices","Medical Examiner"
"55013","Burnett",55,13,"Wisconsin","County/district-based medical examiner offices","Medical Examiner"
"55063","La Crosse",55,63,"Wisconsin","County/district-based medical examiner offices","Medical Examiner"
"55083","Oconto",55,83,"Wisconsin","County/district-based medical examiner offices","Medical Examiner"
"55065","Lafayette",55,65,"Wisconsin","County/district-based coroner offices","Coroner"
"55007","Bayfield",55,7,"Wisconsin","County/district-based coroner offices","Coroner"
"55095","Polk",55,95,"Wisconsin","County/district-based medical examiner offices","Medical Examiner"
"55059","Kenosha",55,59,"Wisconsin","County/district-based medical examiner offices","Medical Examiner"
"55003","Ashland",55,3,"Wisconsin","County/district-based coroner offices","Coroner"
"55025","Dane",55,25,"Wisconsin","County/district-based medical examiner offices","Medical Examiner"
"55075","Marinette",55,75,"Wisconsin","County/district-based medical examiner offices","Medical Examiner"
"55011","Buffalo",55,11,"Wisconsin","County/district-based coroner offices","Coroner"
"55061","Kewaunee",55,61,"Wisconsin","County/district-based coroner offices","Coroner"
"55031","Douglas",55,31,"Wisconsin","County/district-based medical examiner offices","Medical Examiner"
"55117","Sheboygan",55,117,"Wisconsin","County/district-based medical examiner offices","Medical Examiner"
"55023","Crawford",55,23,"Wisconsin","County/district-based coroner offices","Coroner"
"55093","Pierce",55,93,"Wisconsin","County/district-based medical examiner offices","Medical Examiner"
"55131","Washington",55,131,"Wisconsin","County/district-based medical examiner offices","Medical Examiner"
"55027","Dodge",55,27,"Wisconsin","County/district-based medical examiner offices","Medical Examiner"
"55078","Menominee",55,78,"Wisconsin","County/district-based medical examiner offices","Medical Examiner"
"55079","Milwaukee",55,79,"Wisconsin","County/district-based medical examiner offices","Medical Examiner"
"55127","Walworth",55,127,"Wisconsin","County/district-based medical examiner offices","Medical Examiner"
"55015","Calumet",55,15,"Wisconsin","County/district-based medical examiner offices","Medical Examiner"
"55115","Shawano",55,115,"Wisconsin","County/district-based coroner offices","Coroner"
