"FIPSCode","countyName","stateFIPS","countyFIPS","state","mditype","mditype_store"
"51007","Amelia",51,7,"Virginia","Centralized state medical examiner office","Medical Examiner"
"51077","Grayson",51,77,"Virginia","Centralized state medical examiner office","Medical Examiner"
"51149","Prince George",51,149,"Virginia","Centralized state medical examiner office","Medical Examiner"
"51107","Loudoun",51,107,"Virginia","Centralized state medical examiner office","Medical Examiner"
"51053","Dinwiddie",51,53,"Virginia","Centralized state medical examiner office","Medical Examiner"
"51031","Campbell",51,31,"Virginia","Centralized state medical examiner office","Medical Examiner"
"51530","Buena Vista (city)",51,530,"Virginia","Centralized state medical examiner office","Medical Examiner"
"51117","Mecklenburg",51,117,"Virginia","Centralized state medical examiner office","Medical Examiner"
"51027","Buchanan",51,27,"Virginia","Centralized state medical examiner office","Medical Examiner"
"51036","Charles City",51,36,"Virginia","Centralized state medical examiner office","Medical Examiner"
"51147","Prince Edward",51,147,"Virginia","Centralized state medical examiner office","Medical Examiner"
"51145","Powhatan",51,145,"Virginia","Centralized state medical examiner office","Medical Examiner"
"51059","Fairfax (county)",51,59,"Virginia","Centralized state medical examiner office","Medical Examiner"
"51181","Surry",51,181,"Virginia","Centralized state medical examiner office","Medical Examiner"
"51161","Roanoke (county)",51,161,"Virginia","Centralized state medical examiner office","Medical Examiner"
"51640","Galax (city)",51,640,"Virginia","Centralized state medical examiner office","Medical Examiner"
"51195","Wise",51,195,"Virginia","Centralized state medical examiner office","Medical Examiner"
"51175","Southampton",51,175,"Virginia","Centralized state medical examiner office","Medical Examiner"
"51760","Richmond (city)",51,760,"Virginia","Centralized state medical examiner office","Medical Examiner"
"51135","Nottoway",51,135,"Virginia","Centralized state medical examiner office","Medical Examiner"
"51710","Norfolk (city)",51,710,"Virginia","Centralized state medical examiner office","Medical Examiner"
"51670","Hopewell (city)",51,670,"Virginia","Centralized state medical examiner office","Medical Examiner"
"51063","Floyd",51,63,"Virginia","Centralized state medical examiner office","Medical Examiner"
"51081","Greensville",51,81,"Virginia","Centralized state medical examiner office","Medical Examiner"
"51095","James City",51,95,"Virginia","Centralized state medical examiner office","Medical Examiner"
"51650","Hampton (city)",51,650,"Virginia","Centralized state medical examiner office","Medical Examiner"
"51700","Newport News (city)",51,700,"Virginia","Centralized state medical examiner office","Medical Examiner"
"51075","Goochland",51,75,"Virginia","Centralized state medical examiner office","Medical Examiner"
"51087","Henrico",51,87,"Virginia","Centralized state medical examiner office","Medical Examiner"
"51057","Essex",51,57,"Virginia","Centralized state medical examiner office","Medical Examiner"
"51093","Isle of Wight",51,93,"Virginia","Centralized state medical examiner office","Medical Examiner"
"51025","Brunswick",51,25,"Virginia","Centralized state medical examiner office","Medical Examiner"
"51097","King and Queen",51,97,"Virginia","Centralized state medical examiner office","Medical Examiner"
"51071","Giles",51,71,"Virginia","Centralized state medical examiner office","Medical Examiner"
"51045","Craig",51,45,"Virginia","Centralized state medical examiner office","Medical Examiner"
"51017","Bath",51,17,"Virginia","Centralized state medical examiner office","Medical Examiner"
"51127","New Kent",51,127,"Virginia","Centralized state medical examiner office","Medical Examiner"
"51730","Petersburg (city)",51,730,"Virginia","Centralized state medical examiner office","Medical Examiner"
"51179","Stafford",51,179,"Virginia","Centralized state medical examiner office","Medical Examiner"
"51193","Westmoreland",51,193,"Virginia","Centralized state medical examiner office","Medical Examiner"
"51520","Bristol (city)",51,520,"Virginia","Centralized state medical examiner office","Medical Examiner"
"51610","Falls Church (city)",51,610,"Virginia","Centralized state medical examiner office","Medical Examiner"
"51550","Chesapeake (city)",51,550,"Virginia","Centralized state medical examiner office","Medical Examiner"
"51001","Accomack",51,1,"Virginia","Centralized state medical examiner office","Medical Examiner"
