"FIPSCode","countyName","stateFIPS","countyFIPS","state","mditype","mditype_store"
"47159","Smith",47,159,"Tennessee","County/district-based medical examiner offices","Medical Examiner"
"47103","Lincoln",47,103,"Tennessee","County/district-based medical examiner offices","Medical Examiner"
"47025","Claiborne",47,25,"Tennessee","County/district-based medical examiner offices","Medical Examiner"
"47175","Van Buren",47,175,"Tennessee","County/district-based medical examiner offices","Medical Examiner"
"47065","Hamilton",47,65,"Tennessee","County/district-based medical examiner offices","Medical Examiner"
"47097","Lauderdale",47,97,"Tennessee","County/district-based medical examiner offices","Medical Examiner"
"47037","Davidson",47,37,"Tennessee","County/district-based medical examiner offices","Medical Examiner"
"47155","Sevier",47,155,"Tennessee","County/district-based medical examiner offices","Medical Examiner"
"47089","Jefferson",47,89,"Tennessee","County/district-based medical examiner offices","Medical Examiner"
"47139","Polk",47,139,"Tennessee","County/district-based medical examiner offices","Medical Examiner"
"47001","Anderson",47,1,"Tennessee","County/district-based medical examiner offices","Medical Examiner"
"47143","Rhea",47,143,"Tennessee","County/district-based medical examiner offices","Medical Examiner"
"47095","Lake",47,95,"Tennessee","County/district-based medical examiner offices","Medical Examiner"
"47165","Sumner",47,165,"Tennessee","County/district-based medical examiner offices","Medical Examiner"
"47131","Obion",47,131,"Tennessee","County/district-based medical examiner offices","Medical Examiner"
"47009","Blount",47,9,"Tennessee","County/district-based medical examiner offices","Medical Examiner"
"47019","Carter",47,19,"Tennessee","County/district-based medical examiner offices","Medical Examiner"
"47039","Decatur",47,39,"Tennessee","County/district-based medical examiner offices","Medical Examiner"
"47059","Greene",47,59,"Tennessee","County/district-based medical examiner offices","Medical Examiner"
"47071","Hardin",47,71,"Tennessee","County/district-based medical examiner offices","Medical Examiner"
"47145","Roane",47,145,"Tennessee","County/district-based medical examiner offices","Medical Examiner"
"47085","Humphreys",47,85,"Tennessee","County/district-based medical examiner offices","Medical Examiner"
"47185","White",47,185,"Tennessee","County/district-based medical examiner offices","Medical Examiner"
"47055","Giles",47,55,"Tennessee","County/district-based medical examiner offices","Medical Examiner"
"47099","Lawrence",47,99,"Tennessee","County/district-based medical examiner offices","Medical Examiner"
"47123","Monroe",47,123,"Tennessee","County/district-based medical examiner offices","Medical Examiner"
"47069","Hardeman",47,69,"Tennessee","County/district-based medical examiner offices","Medical Examiner"
"47117","Marshall",47,117,"Tennessee","County/district-based medical examiner offices","Medical Examiner"
"47169","Trousdale",47,169,"Tennessee","County/district-based medical examiner offices","Medical Examiner"
"47003","Bedford",47,3,"Tennessee","County/district-based medical examiner offices","Medical Examiner"
"47091","Johnson",47,91,"Tennessee","County/district-based medical examiner offices","Medical Examiner"
"47035","Cumberland",47,35,"Tennessee","County/district-based medical examiner offices","Medical Examiner"
"47053","Gibson",47,53,"Tennessee","County/district-based medical examiner offices","Medical Examiner"
"47147","Robertson",47,147,"Tennessee","County/district-based medical examiner offices","Medical Examiner"
"47105","Loudon",47,105,"Tennessee","County/district-based medical examiner offices","Medical Examiner"
"47111","Macon",47,111,"Tennessee","County/district-based medical examiner offices","Medical Examiner"
"47029","Cocke",47,29,"Tennessee","County/district-based medical examiner offices","Medical Examiner"
"47137","Pickett",47,137,"Tennessee","County/district-based medical examiner offices","Medical Examiner"
"47079","Henry",47,79,"Tennessee","County/district-based medical examiner offices","Medical Examiner"
"47151","Scott",47,151,"Tennessee","County/district-based medical examiner offices","Medical Examiner"
