"FIPSCode","countyName","stateFIPS","countyFIPS","state","mditype","mditype_store"
"26035","Clare",26,35,"Michigan","County/district-based medical examiner offices","Medical Examiner"
"26135","Oscoda",26,135,"Michigan","County/district-based medical examiner offices","Medical Examiner"
"26053","Gogebic",26,53,"Michigan","County/district-based medical examiner offices","Medical Examiner"
"26013","Baraga",26,13,"Michigan","County/district-based medical examiner offices","Medical Examiner"
"26165","Wexford",26,165,"Michigan","County/district-based medical examiner offices","Medical Examiner"
"26139","Ottawa",26,139,"Michigan","County/district-based medical examiner offices","Medical Examiner"
"26047","Emmet",26,47,"Michigan","County/district-based medical examiner offices","Medical Examiner"
"26041","Delta",26,41,"Michigan","County/district-based medical examiner offices","Medical Examiner"
"26123","Newaygo",26,123,"Michigan","County/district-based medical examiner offices","Medical Examiner"
"26069","Iosco",26,69,"Michigan","County/district-based medical examiner offices","Medical Examiner"
"26097","Mackinac",26,97,"Michigan","County/district-based medical examiner offices","Medical Examiner"
"26001","Alcona",26,1,"Michigan","County/district-based medical examiner offices","Medical Examiner"
"26033","Chippewa",26,33,"Michigan","County/district-based medical examiner offices","Medical Examiner"
"26103","Marquette",26,103,"Michigan","County/district-based medical examiner offices","Medical Examiner"
"26131","Ontonagon",26,131,"Michigan","County/district-based medical examiner offices","Medical Examiner"
"26091","Lenawee",26,91,"Michigan","County/district-based medical examiner offices","Medical Examiner"
"26095","Luce",26,95,"Michigan","County/district-based medical examiner offices","Medical Examiner"
"26113","Missaukee",26,113,"Michigan","County/district-based medical examiner offices","Medical Examiner"
"26147","St. Clair",26,147,"Michigan","County/district-based medical examiner offices","Medical Examiner"
"26125","Oakland",26,125,"Michigan","County/district-based medical examiner offices","Medical Examiner"
"26049","Genesee",26,49,"Michigan","County/district-based medical examiner offices","Medical Examiner"
"26121","Muskegon",26,121,"Michigan","County/district-based medical examiner offices","Medical Examiner"
"26127","Oceana",26,127,"Michigan","County/district-based medical examiner offices","Medical Examiner"
"26071","Iron",26,71,"Michigan","County/district-based medical examiner offices","Medical Examiner"
"26083","Keweenaw",26,83,"Michigan","County/district-based medical examiner offices","Medical Examiner"
"26031","Cheboygan",26,31,"Michigan","County/district-based medical examiner offices","Medical Examiner"
"26029","Charlevoix",26,29,"Michigan","County/district-based medical examiner offices","Medical Examiner"
"26025","Calhoun",26,25,"Michigan","County/district-based medical examiner offices","Medical Examiner"
"26027","Cass",26,27,"Michigan","County/district-based medical examiner offices","Medical Examiner"
"26007","Alpena",26,7,"Michigan","County/district-based medical examiner offices","Medical Examiner"
"26089","Leelanau",26,89,"Michigan","County/district-based medical examiner offices","Medical Examiner"
"26109","Menominee",26,109,"Michigan","County/district-based medical examiner offices","Medical Examiner"
"26153","Schoolcraft",26,153,"Michigan","County/district-based medical examiner offices","Medical Examiner"
"26163","Wayne",26,163,"Michigan","County/district-based medical examiner offices","Medical Examiner"
"26145","Saginaw",26,145,"Michigan","County/district-based medical examiner offices","Medical Examiner"
"26017","Bay",26,17,"Michigan","County/district-based medical examiner offices","Medical Examiner"
"26003","Alger",26,3,"Michigan","County/district-based medical examiner offices","Medical Examiner"
"26043","Dickinson",26,43,"Michigan","County/district-based medical examiner offices","Medical Examiner"
"26111","Midland",26,111,"Michigan","County/district-based medical examiner offices","Medical Examiner"
"26059","Hillsdale",26,59,"Michigan","County/district-based medical examiner offices","Medical Examiner"
"26061","Houghton",26,61,"Michigan","County/district-based medical examiner offices","Medical Examiner"
"26077","Kalamazoo",26,77,"Michigan","County/district-based medical examiner offices","Medical Examiner"
